taxableinc,federaltax,hsiblings,hfathereduc,hmothereduc,siblings,lfp,hours,kidsl6,kids618,age,educ,wage,wage76,hhours,hage,heduc,hwage,faminc,mtr,mothereduc,fathereduc,unemployment,bigcity,exper
23000.0,3481.0,0.0,12.0,16.0,0.0,1.0,1516.0,0.0,1.0,54.0,16.0,2.3747,2.4,2550.0,55.0,12.0,2.9686,19742.0,0.7215,12.0,7.0,3.0,0.0,11.0
11000.0,1081.0,8.0,3.0,7.0,8.0,1.0,900.0,0.0,4.0,35.0,8.0,4.6667,3.95,2500.0,41.0,12.0,7.0,22600.0,0.6915,10.0,7.0,9.5,0.0,7.0
11920.0,1250.0,1.0,7.0,7.0,3.0,1.0,1080.0,1.0,2.0,31.0,12.0,1.8519,2.25,2164.0,37.0,10.0,7.1627,17500.0,0.7215,7.0,7.0,7.5,0.0,0.0
13299.0,1112.0,2.0,7.0,12.0,1.0,1.0,480.0,0.0,0.0,55.0,12.0,5.2,0.0,2640.0,60.0,12.0,4.7364,19820.0,0.6915,7.0,7.0,7.5,0.0,0.0
30400.0,5355.0,1.0,7.0,7.0,5.0,1.0,288.0,0.0,2.0,34.0,12.0,3.2986,4.62,1936.0,36.0,12.0,8.781,20155.0,0.6915,12.0,16.0,11.0,1.0,10.0
21025.0,3028.0,1.0,14.0,12.0,2.0,1.0,1875.0,0.0,1.0,38.0,13.0,8.5333,8.5,2136.0,41.0,12.0,9.8315,37300.0,0.58,10.0,12.0,7.5,1.0,8.0
5400.0,91.0,4.0,7.0,7.0,2.0,1.0,630.0,0.0,1.0,45.0,11.0,2.0635,0.0,1955.0,51.0,10.0,6.6496,24860.0,0.7215,7.0,7.0,7.5,1.0,2.0
28000.0,4440.0,4.0,7.0,9.0,6.0,1.0,234.0,0.0,1.0,47.0,12.0,2.5641,2.5,1980.0,48.0,10.0,9.8485,21450.0,0.6615,12.0,3.0,7.5,1.0,4.0
8000.0,509.0,3.0,7.0,7.0,4.0,1.0,1600.0,0.0,2.0,39.0,12.0,2.1875,0.0,2550.0,42.0,11.0,9.8039,29650.0,0.6215,7.0,7.0,5.0,1.0,6.0
9000.0,621.0,8.0,7.0,9.0,8.0,1.0,960.0,1.0,0.0,36.0,14.0,6.25,0.0,2058.0,37.0,13.0,8.2604,23000.0,0.6615,7.0,7.0,11.0,1.0,18.0
18750.0,2327.0,7.0,7.0,10.0,3.0,1.0,120.0,1.0,2.0,33.0,12.0,3.3333,0.0,2263.0,32.0,14.0,9.0676,21120.0,0.6915,7.0,7.0,9.0,1.0,3.0
26180.0,3970.0,5.0,7.0,7.0,1.0,1.0,2025.0,0.0,0.0,50.0,12.0,4.4444,4.8,1763.0,54.0,13.0,8.5082,26000.0,0.6215,7.0,12.0,5.0,1.0,22.0
21014.0,3028.0,7.0,7.0,3.0,4.0,1.0,1809.0,0.0,0.0,58.0,12.0,6.6335,6.45,2096.0,59.0,14.0,7.1565,28000.0,0.6215,3.0,7.0,7.5,1.0,33.0
10834.0,870.0,1.0,12.0,9.0,3.0,1.0,3087.0,0.0,0.0,49.0,17.0,8.4224,9.98,2059.0,47.0,13.0,7.0423,45500.0,0.52,12.0,12.0,11.0,1.0,28.0
16000.0,2001.0,2.0,7.0,12.0,2.0,1.0,910.0,0.0,2.0,41.0,14.0,4.3956,0.0,1820.0,40.0,17.0,6.5934,16000.0,0.7215,16.0,12.0,14.0,1.0,23.0
16150.0,2020.0,6.0,16.0,16.0,3.0,1.0,1840.0,0.0,1.0,51.0,12.0,2.4457,2.5,2832.0,53.0,8.0,4.3457,18232.0,0.6915,7.0,14.0,11.0,0.0,27.0
13400.0,1521.0,7.0,7.0,7.0,7.0,1.0,784.0,0.0,0.0,53.0,9.0,1.2245,2.25,1990.0,60.0,10.0,7.2362,28160.0,0.7215,3.0,7.0,14.0,1.0,11.0
16073.0,2001.0,3.0,7.0,12.0,1.0,1.0,400.0,1.0,2.0,36.0,12.0,1.625,0.0,2000.0,40.0,7.0,1.74,5965.0,0.8015,12.0,7.0,11.0,1.0,6.0
12916.0,1261.0,2.0,9.0,12.0,1.0,1.0,1000.0,0.0,2.0,46.0,12.0,3.0,5.5,1885.0,46.0,12.0,6.8966,19000.0,0.7215,7.0,7.0,9.5,1.0,11.0
28000.0,4440.0,1.0,7.0,12.0,1.0,1.0,1904.0,0.0,2.0,36.0,12.0,4.7269,4.2,2860.0,37.0,12.0,5.0455,36872.0,0.5515,12.0,12.0,11.0,1.0,14.0
11000.0,908.0,2.0,7.0,7.0,1.0,1.0,1771.0,0.0,1.0,53.0,14.0,1.1293,9.98,1913.0,48.0,16.0,17.25,42000.0,0.4915,12.0,12.0,14.0,1.0,17.0
22995.0,3218.0,1.0,16.0,12.0,3.0,1.0,1486.0,0.0,3.0,40.0,16.0,7.4024,6.25,1800.0,54.0,16.0,8.3333,26900.0,0.6215,16.0,14.0,11.0,1.0,17.0
6000.0,39.0,4.0,17.0,16.0,2.0,1.0,740.0,0.0,2.0,42.0,17.0,4.4595,1.65,2880.0,45.0,16.0,9.375,30800.0,0.5815,12.0,10.0,9.0,0.0,14.0
9000.0,364.0,2.0,7.0,12.0,3.0,1.0,1820.0,1.0,1.0,33.0,15.0,2.4725,0.0,1993.0,32.0,16.0,8.279,21520.0,0.6915,12.0,12.0,11.0,1.0,11.0
15586.0,1834.0,4.0,7.0,12.0,7.0,1.0,1275.0,0.0,3.0,43.0,12.0,1.8824,3.0,2250.0,47.0,14.0,4.5,24795.0,0.6915,7.0,7.0,7.5,1.0,7.0
37752.0,7257.0,5.0,7.0,7.0,2.0,1.0,450.0,1.0,0.0,31.0,16.0,4.0,4.0,2286.0,30.0,16.0,4.1995,12900.0,0.7215,14.0,16.0,14.0,1.0,8.0
5000.0,0.0,1.0,7.0,7.0,3.0,1.0,1221.0,0.0,0.0,47.0,17.0,8.19,5.99,1880.0,47.0,16.0,16.064,42700.0,0.4915,7.0,7.0,7.5,1.0,6.0
15900.0,1788.0,2.0,17.0,12.0,2.0,1.0,1550.0,0.0,0.0,54.0,17.0,7.0968,6.0,2350.0,58.0,17.0,11.277,38800.0,0.5215,10.0,17.0,11.0,1.0,8.0
12600.0,1189.0,7.0,7.0,10.0,4.0,1.0,180.0,1.0,3.0,33.0,12.0,1.6667,0.0,3640.0,33.0,11.0,0.5494,2500.0,0.9415,7.0,3.0,3.0,0.0,4.0
30000.0,4977.0,2.0,16.0,16.0,1.0,1.0,2090.0,0.0,0.0,43.0,16.0,3.445,3.85,1770.0,47.0,14.0,9.548,26921.0,0.6215,14.0,10.0,11.0,1.0,25.0
13900.0,1418.0,4.0,7.0,7.0,1.0,1.0,1960.0,0.0,1.0,46.0,13.0,4.2347,4.2,1875.0,49.0,13.0,5.3333,18300.0,0.6915,7.0,9.0,3.0,0.0,24.0
37000.0,7028.0,0.0,12.0,12.0,1.0,1.0,1440.0,0.0,3.0,35.0,12.0,2.7778,4.1,2200.0,38.0,9.0,5.4545,17200.0,0.7215,7.0,7.0,14.0,1.0,11.0
20625.0,2726.0,0.0,7.0,10.0,4.0,1.0,794.0,0.0,3.0,37.0,11.0,1.8892,3.85,2033.0,39.0,12.0,5.9026,14209.0,0.7515,12.0,3.0,9.5,1.0,19.0
28200.0,4494.0,8.0,10.0,10.0,4.0,1.0,993.0,0.0,2.0,37.0,16.0,5.0352,8.3,2739.0,39.0,17.0,9.8576,32300.0,0.5815,12.0,16.0,14.0,1.0,9.0
8200.0,385.0,7.0,7.0,7.0,7.0,1.0,160.0,0.0,3.0,34.0,14.0,1.25,0.0,1626.0,38.0,14.0,11.685,21400.0,0.7215,17.0,12.0,7.5,1.0,19.0
15380.0,1677.0,8.0,7.0,3.0,2.0,1.0,105.0,1.0,0.0,43.0,16.0,2.8571,0.0,2248.0,44.0,17.0,6.2278,14700.0,0.7215,7.0,7.0,9.5,0.0,14.0
51000.0,11948.0,2.0,17.0,16.0,2.0,1.0,1200.0,0.0,0.0,46.0,12.0,4.1167,4.33,2140.0,48.0,12.0,9.1748,25516.0,0.6215,7.0,7.0,9.5,1.0,22.0
15825.0,1769.0,5.0,7.0,16.0,4.0,1.0,450.0,0.0,3.0,35.0,9.0,1.7778,2.6,1985.0,42.0,12.0,6.2972,13300.0,0.7515,3.0,7.0,5.0,1.0,6.0
17000.0,1991.0,2.0,7.0,7.0,8.0,1.0,996.0,0.0,0.0,46.0,17.0,13.554,9.98,1528.0,59.0,17.0,10.471,31000.0,0.5815,12.0,12.0,9.5,1.0,23.0
16460.0,1880.0,5.0,10.0,12.0,5.0,1.0,1052.0,0.0,0.0,46.0,14.0,4.5627,4.9,1920.0,48.0,16.0,14.583,48800.0,0.4915,7.0,3.0,11.0,1.0,15.0
29800.0,4924.0,0.0,7.0,9.0,1.0,1.0,1128.0,0.0,2.0,43.0,12.0,2.1277,2.4,1918.0,46.0,10.0,6.2143,15519.0,0.7215,7.0,7.0,14.0,1.0,6.0
14550.0,1529.0,3.0,7.0,3.0,2.0,1.0,1840.0,0.0,0.0,30.0,12.0,2.9891,3.75,2112.0,30.0,12.0,6.6288,19500.0,0.6915,7.0,7.0,7.5,0.0,11.0
23600.0,3382.0,0.0,17.0,10.0,2.0,1.0,1910.0,0.0,2.0,41.0,11.0,2.5654,2.57,2144.0,46.0,9.0,3.8246,14545.0,0.7215,3.0,7.0,5.0,0.0,2.0
20378.0,2446.0,7.0,12.0,7.0,2.0,1.0,980.0,0.0,1.0,54.0,12.0,5.6122,5.0,1920.0,54.0,15.0,7.8125,22897.0,0.6915,7.0,7.0,14.0,1.0,22.0
29000.0,4439.0,2.0,14.0,12.0,0.0,1.0,2317.0,0.0,1.0,31.0,12.0,2.8054,3.87,2241.0,41.0,9.0,3.4806,14300.0,0.7215,10.0,10.0,7.5,1.0,10.0
87500.0,27875.0,1.0,7.0,10.0,1.0,1.0,1089.0,0.0,0.0,44.0,10.0,1.607,0.0,880.0,47.0,11.0,5.55,14884.0,0.7515,10.0,10.0,9.5,1.0,14.0
37000.0,7028.0,2.0,12.0,7.0,4.0,1.0,800.0,0.0,1.0,32.0,12.0,2.25,0.0,2070.0,31.0,16.0,11.594,27400.0,0.6215,12.0,7.0,11.0,1.0,12.0
15212.0,1463.0,3.0,7.0,7.0,3.0,1.0,1230.0,0.0,0.0,47.0,5.0,2.0325,2.82,1050.0,53.0,5.0,9.5238,16400.0,0.7215,7.0,12.0,14.0,1.0,9.0
18300.0,2243.0,6.0,7.0,3.0,6.0,1.0,1158.0,0.0,1.0,46.0,17.0,5.532,8.1,2635.0,57.0,17.0,7.2805,25704.0,0.6215,14.0,17.0,7.5,0.0,13.0
14800.0,1584.0,1.0,14.0,12.0,0.0,1.0,2272.0,0.0,0.0,37.0,11.0,1.5845,3.71,3000.0,47.0,8.0,3.0,12800.0,0.7215,10.0,10.0,7.5,0.0,18.0
24030.0,3477.0,6.0,7.0,7.0,7.0,1.0,528.0,0.0,2.0,51.0,12.0,3.7879,0.0,2500.0,50.0,11.0,10.4,40000.0,0.6215,7.0,7.0,7.5,0.0,8.0
6531.0,86.0,5.0,3.0,9.0,6.0,1.0,1000.0,0.0,1.0,49.0,12.0,3.0,0.0,1990.0,49.0,12.0,10.05,47000.0,0.6615,7.0,7.0,14.0,1.0,11.0
12000.0,921.0,7.0,7.0,7.0,2.0,1.0,520.0,0.0,4.0,36.0,14.0,8.6538,0.0,2390.0,37.0,13.0,8.7866,25872.0,0.6615,10.0,12.0,9.5,1.0,9.0
30000.0,4977.0,3.0,7.0,12.0,2.0,1.0,760.0,0.0,1.0,39.0,11.0,4.2105,3.95,1430.0,44.0,12.0,10.14,26868.0,0.6915,12.0,7.0,9.5,1.0,9.0
39900.0,7655.0,3.0,7.0,3.0,1.0,1.0,1920.0,0.0,2.0,48.0,12.0,4.6875,4.3,1800.0,50.0,8.0,5.0,18000.0,0.6915,12.0,12.0,9.5,1.0,14.0
50000.0,11570.0,8.0,7.0,7.0,8.0,1.0,1220.0,0.0,2.0,38.0,14.0,4.0984,4.84,2103.0,43.0,17.0,11.888,30200.0,0.5815,7.0,7.0,5.0,1.0,9.0
14600.0,1547.0,4.0,7.0,3.0,5.0,1.0,200.0,0.0,2.0,40.0,12.0,25.0,3.0,1350.0,42.0,12.0,13.333,26220.0,0.6615,7.0,7.0,7.5,1.0,2.0
13000.0,1253.0,1.0,9.0,3.0,8.0,1.0,2480.0,1.0,5.0,39.0,10.0,2.6331,4.2,2880.0,36.0,17.0,8.6806,40500.0,0.5815,7.0,7.0,3.0,0.0,12.0
23600.0,3382.0,1.0,7.0,12.0,3.0,1.0,2750.0,0.0,0.0,37.0,16.0,6.0,9.0,2400.0,43.0,17.0,7.2917,33570.0,0.61,12.0,7.0,7.5,1.0,15.0
13450.0,1521.0,6.0,7.0,7.0,6.0,1.0,2014.0,0.0,1.0,49.0,13.0,5.4126,4.05,1135.0,47.0,12.0,3.5242,16917.0,0.7215,7.0,14.0,14.0,1.0,11.0
17000.0,1991.0,4.0,7.0,14.0,5.0,1.0,1355.0,0.0,3.0,33.0,12.0,0.6642,1.0,2750.0,35.0,17.0,6.1818,18000.0,0.7215,12.0,7.0,9.5,0.0,7.0
12000.0,921.0,4.0,7.0,12.0,1.0,1.0,80.0,0.0,0.0,30.0,12.0,1.25,0.0,2085.0,32.0,16.0,2.9755,8337.0,0.7515,12.0,12.0,11.0,1.0,9.0
3500.0,0.0,1.0,3.0,9.0,4.0,1.0,1670.0,0.0,0.0,54.0,12.0,2.2754,2.1,2600.0,56.0,8.0,4.5769,17100.0,0.7215,12.0,7.0,9.5,0.0,19.0
16600.0,1723.0,8.0,3.0,7.0,2.0,1.0,520.0,0.0,4.0,39.0,11.0,3.4615,3.05,3542.0,40.0,12.0,3.1056,17800.0,0.7515,10.0,7.0,11.0,0.0,11.0
19876.0,2341.0,8.0,7.0,7.0,1.0,1.0,288.0,0.0,3.0,43.0,12.0,4.1667,3.0,1975.0,43.0,12.0,5.8228,13740.0,0.7515,12.0,12.0,14.0,1.0,8.0
7867.0,176.0,7.0,12.0,7.0,6.0,1.0,2014.0,0.0,3.0,31.0,9.0,4.4687,4.26,2400.0,32.0,12.0,7.5,27000.0,0.6215,10.0,3.0,9.5,1.0,13.0
11467.0,812.0,3.0,3.0,7.0,4.0,1.0,800.0,0.0,3.0,33.0,13.0,1.75,0.0,3000.0,37.0,14.0,8.3333,32600.0,0.6215,12.0,7.0,7.5,1.0,4.0
48300.0,10560.0,1.0,10.0,3.0,0.0,1.0,1984.0,0.0,3.0,40.0,12.0,3.6694,4.25,1960.0,39.0,14.0,9.2347,28030.0,0.6615,12.0,12.0,14.0,1.0,7.0
28600.0,4331.0,8.0,7.0,7.0,0.0,1.0,1823.0,0.0,1.0,36.0,12.0,6.5826,6.0,2000.0,39.0,9.0,5.5,23100.0,0.6615,12.0,12.0,3.0,0.0,19.0
4100.0,0.0,8.0,7.0,7.0,5.0,1.0,1500.0,0.0,0.0,51.0,12.0,2.6,2.0,3000.0,51.0,12.0,6.0,24580.0,0.6615,7.0,7.0,9.5,1.0,14.0
13400.0,1144.0,3.0,7.0,3.0,1.0,1.0,2261.0,0.0,1.0,44.0,13.0,4.8651,5.5,2400.0,43.0,12.0,6.6667,29000.0,0.6215,12.0,7.0,9.5,1.0,14.0
24470.0,3089.0,1.0,7.0,7.0,1.0,1.0,1728.0,0.0,3.0,42.0,16.0,5.787,6.25,2450.0,48.0,14.0,13.061,42430.0,0.5215,12.0,14.0,9.5,1.0,3.0
17600.0,1907.0,6.0,7.0,7.0,6.0,1.0,1960.0,0.0,1.0,40.0,12.0,4.5408,5.0,2423.0,40.0,8.0,12.794,41800.0,0.5215,12.0,12.0,7.5,1.0,9.0
19000.0,2390.0,4.0,7.0,10.0,4.0,1.0,1578.0,1.0,1.0,34.0,16.0,9.5057,7.72,2000.0,33.0,16.0,12.0,39100.0,0.58,12.0,17.0,9.5,1.0,7.0
12143.0,774.0,1.0,7.0,12.0,3.0,1.0,1316.0,0.0,0.0,30.0,17.0,10.638,7.0,2526.0,41.0,16.0,6.73,31800.0,0.5815,16.0,17.0,11.0,1.0,7.0
18300.0,1840.0,0.0,7.0,7.0,8.0,1.0,1530.0,0.0,0.0,54.0,12.0,1.1111,1.13,2695.0,53.0,12.0,6.679,22200.0,0.6915,7.0,7.0,14.0,0.0,14.0
77000.0,22643.0,0.0,16.0,12.0,5.0,1.0,2220.0,0.0,0.0,51.0,12.0,4.0541,4.37,2048.0,54.0,12.0,4.3945,19500.0,0.6915,16.0,7.0,3.0,0.0,29.0
26000.0,3707.0,6.0,7.0,7.0,8.0,1.0,1336.0,0.0,2.0,44.0,9.0,2.6871,2.64,1920.0,46.0,11.0,4.6875,14027.0,0.7515,7.0,10.0,11.0,0.0,19.0
15500.0,1519.0,1.0,16.0,10.0,2.0,1.0,1008.0,0.0,1.0,43.0,12.0,2.9762,2.5,2338.0,42.0,9.0,7.6989,21195.0,0.6615,7.0,7.0,11.0,1.0,14.0
15317.0,1482.0,4.0,7.0,7.0,3.0,1.0,1944.0,0.0,1.0,34.0,12.0,3.1728,3.23,2945.0,37.0,8.0,4.3287,19013.0,0.6915,10.0,7.0,7.5,0.0,16.0
11625.0,850.0,8.0,7.0,7.0,1.0,1.0,2000.0,0.0,0.0,45.0,13.0,3.55,3.45,2047.0,52.0,12.0,6.7416,20900.0,0.6615,12.0,7.0,11.0,1.0,10.0
13530.0,1160.0,6.0,7.0,9.0,1.0,1.0,258.0,0.0,0.0,39.0,12.0,17.907,0.0,1668.0,47.0,7.0,9.3525,26820.0,0.6215,10.0,3.0,11.0,0.0,12.0
16700.0,1740.0,8.0,3.0,7.0,4.0,1.0,1785.0,0.0,0.0,50.0,12.0,3.4174,5.75,175.0,48.0,10.0,9.1429,12800.0,0.7515,0.0,0.0,14.0,1.0,24.0
19000.0,2173.0,0.0,7.0,12.0,3.0,1.0,480.0,0.0,0.0,52.0,12.0,3.3333,0.0,1798.0,53.0,12.0,2.6418,7850.0,0.7515,7.0,7.0,14.0,0.0,6.0
16200.0,1648.0,8.0,3.0,3.0,4.0,1.0,772.0,0.0,2.0,41.0,12.0,3.886,7.5,1222.0,45.0,12.0,7.365,18600.0,0.7215,12.0,12.0,7.5,1.0,9.0
3777.0,0.0,4.0,3.0,3.0,6.0,1.0,900.0,0.0,0.0,59.0,10.0,2.3111,2.22,1820.0,59.0,7.0,1.4066,5380.0,0.7715,12.0,7.0,5.0,0.0,14.0
26400.0,3801.0,4.0,7.0,12.0,8.0,1.0,1428.0,0.0,0.0,52.0,12.0,1.7108,2.5,1560.0,60.0,8.0,1.5192,6114.0,0.7715,10.0,7.0,14.0,0.0,26.0
18214.0,1821.0,0.0,3.0,7.0,8.0,1.0,210.0,0.0,0.0,46.0,16.0,2.1143,4.0,2210.0,49.0,12.0,3.3439,8234.0,0.7515,12.0,12.0,14.0,0.0,7.0
14700.0,1178.0,3.0,7.0,9.0,5.0,1.0,239.0,1.0,5.0,41.0,12.0,9.9331,4.5,2874.0,48.0,16.0,2.9106,20646.0,0.7215,3.0,7.0,11.0,1.0,4.0
24400.0,3277.0,0.0,10.0,10.0,4.0,1.0,1878.0,0.0,2.0,33.0,11.0,3.0277,3.5,2499.0,35.0,8.0,4.3834,16640.0,0.7215,7.0,7.0,9.5,0.0,15.0
15000.0,1052.0,4.0,7.0,12.0,8.0,1.0,215.0,0.0,0.0,45.0,12.0,1.8605,2.3,3088.0,38.0,12.0,4.2098,13900.0,0.7215,12.0,12.0,5.0,1.0,23.0
32750.0,4889.0,4.0,7.0,3.0,3.0,1.0,2340.0,1.0,2.0,36.0,10.0,0.1282,0.0,2020.0,37.0,8.0,3.7129,11500.0,0.7815,10.0,7.0,7.5,0.0,1.0
18200.0,1821.0,3.0,7.0,3.0,4.0,1.0,1960.0,0.0,1.0,48.0,12.0,6.6327,6.3,1980.0,56.0,10.0,10.606,34000.0,0.5515,7.0,7.0,14.0,1.0,29.0
7500.0,0.0,8.0,7.0,3.0,8.0,1.0,532.0,0.0,1.0,47.0,12.0,5.6391,3.6,1968.0,47.0,11.0,8.6382,28700.0,0.6615,7.0,3.0,11.0,1.0,9.0
13900.0,1066.0,4.0,7.0,7.0,0.0,1.0,394.0,0.0,0.0,45.0,12.0,1.599,2.5,2100.0,45.0,12.0,3.8367,9563.0,0.7515,7.0,7.0,7.5,0.0,6.0
15865.0,1378.0,3.0,7.0,9.0,4.0,1.0,675.0,0.0,2.0,37.0,12.0,2.6667,3.0,2651.0,48.0,17.0,7.1671,20960.0,0.6915,7.0,7.0,7.5,0.0,11.0
24000.0,3004.0,0.0,7.0,10.0,2.0,1.0,1515.0,0.0,4.0,46.0,16.0,7.9208,6.8,1918.0,49.0,14.0,8.8634,38590.0,0.6215,12.0,10.0,14.0,1.0,17.0
15700.0,1164.0,3.0,9.0,14.0,2.0,1.0,1030.0,0.0,3.0,43.0,17.0,5.3398,5.8,2585.0,46.0,16.0,7.7369,27900.0,0.6615,12.0,12.0,5.0,1.0,6.0
20000.0,1958.0,2.0,10.0,7.0,5.0,1.0,1250.0,0.0,2.0,42.0,12.0,4.0,4.0,2250.0,46.0,17.0,9.1702,25633.0,0.6215,7.0,7.0,7.5,1.0,7.0
26000.0,3224.0,8.0,7.0,7.0,4.0,1.0,1158.0,1.0,2.0,34.0,17.0,6.0449,5.1,2480.0,39.0,17.0,11.29,35200.0,0.5515,12.0,12.0,7.5,1.0,2.0
12243.0,562.0,2.0,10.0,7.0,3.0,1.0,112.0,0.0,0.0,52.0,12.0,6.25,0.0,2924.0,53.0,12.0,6.3269,29500.0,0.5815,7.0,7.0,7.5,1.0,24.0
3000.0,0.0,3.0,7.0,7.0,3.0,1.0,336.0,0.0,3.0,37.0,12.0,2.9762,2.2,1896.0,52.0,9.0,4.7468,10000.0,0.7515,10.0,7.0,7.5,0.0,4.0
5000.0,0.0,2.0,3.0,7.0,8.0,1.0,1984.0,0.0,1.0,37.0,12.0,4.2339,4.78,2332.0,40.0,12.0,4.8885,19800.0,0.6915,10.0,7.0,5.0,0.0,11.0
22800.0,3614.0,1.0,7.0,12.0,4.0,1.0,716.0,0.0,0.0,52.0,8.0,3.4916,2.2,3482.0,59.0,7.0,2.4842,12900.0,0.7215,7.0,7.0,5.0,0.0,25.0
19392.0,2671.0,4.0,14.0,7.0,1.0,1.0,1410.0,1.0,0.0,30.0,12.0,4.9645,1.28,2106.0,30.0,14.0,8.547,26080.0,0.6215,12.0,12.0,7.5,0.0,11.0
10800.0,1043.0,6.0,7.0,7.0,8.0,1.0,1300.0,0.0,1.0,31.0,13.0,2.7692,0.0,1160.0,32.0,12.0,6.6379,13066.0,0.7515,17.0,7.0,11.0,1.0,2.0
18200.0,2440.0,7.0,10.0,12.0,3.0,1.0,1640.0,0.0,1.0,38.0,12.0,3.6585,3.25,2040.0,46.0,12.0,3.1863,12500.0,0.7215,7.0,7.0,7.5,0.0,19.0
17500.0,2293.0,3.0,7.0,12.0,1.0,1.0,1202.0,0.0,3.0,43.0,12.0,5.3935,0.0,2856.0,48.0,16.0,4.5466,35600.0,0.5815,7.0,7.0,9.0,1.0,7.0
19768.0,2755.0,1.0,12.0,12.0,0.0,1.0,489.0,0.0,1.0,49.0,8.0,0.6564,2.29,950.0,51.0,8.0,12.789,19424.0,0.7515,7.0,7.0,5.0,1.0,2.0
8068.0,517.0,8.0,7.0,7.0,0.0,1.0,2076.0,0.0,0.0,55.0,12.0,4.7688,4.68,2068.0,58.0,10.0,6.528,26250.0,0.6615,7.0,7.0,5.0,1.0,20.0
24350.0,3547.0,2.0,12.0,12.0,4.0,1.0,526.0,0.0,2.0,38.0,17.0,8.5551,4.2,1896.0,42.0,17.0,16.403,36525.0,0.5515,12.0,14.0,9.5,1.0,10.0
25100.0,3735.0,4.0,7.0,7.0,2.0,1.0,1721.0,0.0,0.0,52.0,17.0,10.459,9.5,2000.0,56.0,16.0,7.0,34700.0,0.61,14.0,17.0,14.0,1.0,19.0
22000.0,3020.0,2.0,12.0,12.0,1.0,1.0,1327.0,0.0,0.0,48.0,12.0,2.6375,2.57,288.0,51.0,11.0,13.542,8311.0,0.7515,7.0,7.0,11.0,1.0,17.0
42250.0,8746.0,6.0,7.0,12.0,1.0,1.0,584.0,0.0,2.0,32.0,13.0,6.8493,4.32,2160.0,33.0,12.0,6.713,28626.0,0.6915,12.0,10.0,11.0,1.0,12.0
26040.0,3947.0,0.0,10.0,12.0,1.0,1.0,1376.0,0.0,1.0,32.0,12.0,5.0872,5.0,3120.0,33.0,17.0,5.4487,24400.0,0.6615,7.0,7.0,5.0,1.0,11.0
25700.0,3455.0,0.0,16.0,14.0,1.0,1.0,1040.0,0.0,2.0,38.0,12.0,0.9615,0.0,1944.0,41.0,17.0,6.6872,14025.0,0.7215,7.0,7.0,7.5,1.0,6.0
7000.0,190.0,1.0,7.0,3.0,4.0,1.0,548.0,0.0,3.0,46.0,12.0,4.3066,3.69,2046.0,47.0,12.0,9.0943,21367.0,0.6915,16.0,12.0,14.0,1.0,10.0
4000.0,0.0,3.0,12.0,10.0,1.0,1.0,15.0,0.0,3.0,40.0,12.0,7.0667,0.0,2005.0,42.0,9.0,6.5337,14136.0,0.7515,7.0,7.0,7.5,0.0,4.0
12000.0,921.0,7.0,12.0,12.0,2.0,1.0,1980.0,0.0,4.0,31.0,9.0,2.5253,2.56,2070.0,36.0,10.0,4.686,19900.0,0.7515,10.0,7.0,5.0,1.0,2.0
19022.0,2390.0,2.0,16.0,16.0,2.0,1.0,1520.0,0.0,1.0,43.0,10.0,7.8947,5.0,3000.0,50.0,12.0,8.0,37000.0,0.5215,12.0,9.0,9.5,1.0,13.0
11100.0,927.0,1.0,10.0,7.0,1.0,1.0,1880.0,0.0,0.0,51.0,12.0,4.1489,3.9,2640.0,51.0,12.0,4.053,18500.0,0.6915,7.0,7.0,7.5,0.0,21.0
14800.0,1389.0,4.0,7.0,12.0,4.0,1.0,1260.0,1.0,0.0,30.0,16.0,8.1746,8.17,2450.0,34.0,17.0,8.1633,34550.0,0.5515,16.0,14.0,5.0,1.0,9.0
14500.0,1529.0,1.0,10.0,12.0,3.0,1.0,1092.0,0.0,0.0,52.0,13.0,9.5971,0.0,1000.0,53.0,15.0,16.5,49620.0,0.4615,10.0,7.0,11.0,1.0,4.0
50300.0,11683.0,0.0,7.0,12.0,1.0,1.0,1587.0,1.0,5.0,30.0,8.0,2.0164,2.3,2080.0,33.0,8.0,3.4615,10400.0,0.7815,3.0,3.0,7.5,0.0,2.0
9400.0,600.0,4.0,12.0,12.0,2.0,1.0,156.0,0.0,0.0,51.0,16.0,7.6218,0.0,2413.0,51.0,16.0,11.361,33000.0,0.5515,16.0,16.0,11.0,1.0,19.0
29000.0,4709.0,0.0,12.0,17.0,1.0,1.0,1939.0,0.0,2.0,31.0,13.0,3.1975,3.43,2570.0,31.0,12.0,3.8911,16200.0,0.7215,7.0,3.0,7.5,1.0,4.0
30300.0,4788.0,1.0,7.0,7.0,5.0,1.0,1250.0,0.0,4.0,34.0,12.0,1.6,1.36,2030.0,52.0,12.0,9.6059,22660.0,0.6915,12.0,16.0,7.5,1.0,9.0
13700.0,1381.0,2.0,10.0,9.0,2.0,1.0,610.0,0.0,0.0,49.0,11.0,4.0984,4.0,4684.0,59.0,17.0,2.6687,16000.0,0.7215,7.0,7.0,7.5,1.0,14.0
24701.0,3641.0,2.0,14.0,12.0,1.0,1.0,270.0,1.0,3.0,35.0,13.0,1.4815,5.0,2802.0,41.0,17.0,8.8865,25780.0,0.6615,7.0,16.0,9.5,1.0,6.0
16028.0,1806.0,1.0,7.0,10.0,4.0,1.0,660.0,1.0,0.0,53.0,12.0,3.6364,3.15,2090.0,59.0,12.0,6.3636,20675.0,0.7215,7.0,12.0,7.5,1.0,24.0
